Parent Tree Number,Vegetation Code,Parent Tree Reg Status Code,Local Number,Active Ind,Tested Ind,Breeding Program Ind,Selection Date,BC Source Ind,Client Number,Client Locn Code,Natural Selection Type Code,Geographic Location,Latitude Degrees,Latitude Minutes,Latitude Seconds,Longitude Degrees,Longitude Minutes,Longitude Seconds,Seed Plan Zone Code,Elevation, Selection Age,BGC Zone Code,BGC Subzone Code,BGC Variant,Breeding Selection Type Code,Female Parent Parent Tree Number,Male Parent Parent Tree Number,Parent Tree Comment
"4287","PLI","APP","","Y","Y","Y","2003-04-30","Y","00103247","00","PV","UDY CR (PROV 23) D","52","58","58","123","5","45","CHL","1050","18","SBPS","mk","","BS","1632","","The PT No 4287 above is a favourably valued Forward Selection harvested from the 1986 established plantation at Bowron Lake (Local Test EP0770.20.06) for Seed Production purposes. The information below on this screen refers to the maternal source (Mat.Link): PT No 1632 which is part of the initial test population in a multi-generational breeding program and is therefore broadly defined as being part of a Breeding Program. The Mat.Link PT 1632 was selected from a provenance of previously determined (tested) merit and is therefore considered to be a Backward Selection Type rather than a Plus Tree Selection Type for Breeding Program purposes."
"4288","PLI","APP","","Y","Y","Y","2003-04-30","Y","00103247","00","PV","OIE LK (PROV 17) A","51","58","5","121","9","55","CT","980","18","SBS","dw","1","BS","1611","","The PT No 4288 above is a favourably valued Forward Selection harvested from the 1986 established plantation at Bowron Lake (Local Test EP0770.20.06) for Seed Production purposes. The information below on this screen refers to the maternal source (Mat.Link): PT No 1611 which is part of the initial test population in a multi-generational breeding program and is therefore broadly defined as being part of a Breeding Program. The Mat.Link PT 1611 was selected from a provenance of previously determined (tested) merit and is therefore considered to be a Backward Selection Type rather than a Plus Tree Selection Type for Breeding Program purposes."
"4289","PLI","APP","","Y","Y","Y","2007-05-01","Y","00012797","09","","","","","","","","","","","1","","","","FS","238","276","This is a high gain seedling family used in the orchard for pollen production. This PT # identifies a seedling family and not a genotype. The BV is calculated as the average of the BVs of the parent trees."
"4290","PLI","APP","","Y","Y","Y","2007-05-01","Y","00012797","09","","","","","","","","","","","1","","","","FS","1779","276","This is a high gain seedling family used in the orchard for pollen production. This PT# identifies a seedling family and not a genotype. The BV is calculated as the average of the BV's of the parent trees."
"4291","PLI","APP","","Y","Y","Y","2007-05-01","Y","00012797","09","","","","","","","","","","","1","","","","FS","1779","298","This is a high gain seedling family used in the orchard for pollen production. This PT# identifies a seedling family and not a genotype. The BV is calculated as the average of the BV's of the parent trees."
"4292","PLI","APP","","Y","Y","Y","2007-05-01","Y","00012797","09","","","","","","","","","","","1","","","","FS","224","262","This is a high gain seedling family used in the orchard for pollen production. This PT# identifies a seedling family and not a genotype. The BV is calculated as the average of the BV's of the parent trees."
"4293","PLI","APP","","Y","Y","Y","2007-05-01","Y","00012797","09","","","","","","","","","","","1","","","","FS","262","1666","This is a high gain seedling family used in the orchard for pollen production. This PT# identifies a seedling family and not a genotype. The BV is calculated as the average of the BV's of the parent trees."
"4294","PLI","APP","","Y","Y","Y","2007-05-01","Y","00012797","09","","","","","","","","","","","1","","","","FS","1804","1767","This is a high gain seedling family used in the orchard for pollen production. This PT# identifies a seedling family and not a genotype. The BV is calculated as the average of the BV's of the parent trees."
"4295","PLI","APP","","Y","Y","Y","2007-05-01","Y","00012797","09","","","","","","","","","","","1","","","","FS","1648","697","This is a high gain seedling family used in the orchard for pollen production. This PT# identifies a seedling family and not a genotype. The BV is calculated as the average of the BV's of the parent trees."
"4296","PLI","APP","","Y","Y","Y","2007-05-01","Y","00012797","09","","","","","","","","","","","1","","","","FS","1673","1611","This is a high gain seedling family used in the orchard for pollen production. This PT# identifies a seedling family and not a genotype. The BV is calculated as the average of the BV's of the parent trees."
"4297","PLI","APP","","Y","Y","Y","2007-05-01","Y","00012797","09","","","","","","","","","","","1","","","","FS","1774","1619","This is a high gain seedling family used in the orchard for pollen production. This PT# identifies a seedling family and not a genotype. The BV is calculated as the average of the BV's of the parent trees."
"4298","PLI","APP","","Y","Y","Y","2007-05-01","Y","00012797","09","","","","","","","","","","","1","","","","FS","1809","1792","This is a high gain seedling family used in the orchard for pollen production. This PT# identifies a seedling family and not a genotype. The BV is calculated as the average of the BV's of the parent trees."
"4301","PLI","APP","","Y","Y","Y","2003-04-13","Y","00103247","00","PT","LEO CREEK","55","6","0","125","36","0","CP","747","19","SBS","","","FS","478","","The PT No 4301 above is a favourably valued Forward Selection harvested from the 1985 established plantation at Chowsunket(Local Test EP0770.20.08) for Seed Production purposes. The information below on this screen refers to the maternal source (Mat.Link): PT No 478 which is part of the initial test population in a multi-generational breeding program and is therefore broadly defined as being part of a Breeding Program"
"4302","PLI","APP","","Y","Y","Y","2003-04-13","Y","00103247","00","PT","LYNX LAKE","53","37","0","122","52","0","MGR","850","18","SBS","","","FS","1728","","The PT No 4302 above is a favourably valued Forward Selection harvested from the 1986 established plantation at Chowsunket(Local Test EP0770.20.08) for Seed Production purposes. The information below on this screen refers to the maternal source (Mat.Link): PT No 1728 which is part of the initial test population in a multi-generational breeding program and is therefore broadly defined as being part of a Breeding Program"
"4303","PLI","APP","","Y","Y","Y","2003-04-13","Y","00103247","00","PT","UDY CK","53","1","0","123","10","0","CHL","1050","18","SBS","","","FS","1637","","The PT No 4303 above is a favourably valued Forward Selection harvested from the 1986 established plantation at Chowsunket(Local Test EP0770.20.08) for Seed Production purposes. The information below on this screen refers to the maternal source (Mat.Link): PT No 1637 which is part of the initial test population in a multi-generational breeding program and is therefore broadly defined as being part of a Breeding Program"
"4304","PLI","APP","","Y","Y","Y","2003-04-13","Y","00103247","00","PT","LYNX LAKE","53","38","0","122","54","0","MGR","850","18","SBS","","","FS","1743","","The PT No 4304 above is a favourably valued Forward Selection harvested from the 1986 established plantation at Chowsunket(Local Test EP0770.20.08) for Seed Production purposes. The information below on this screen refers to the maternal source (Mat.Link): PT No 1743 which is part of the initial test population in a multi-generational breeding program and is therefore broadly defined as being part of a Breeding Program."
"4305","PLI","APP","","Y","Y","Y","2003-04-13","Y","00103247","00","PT","LYNX LAKE","53","37","0","122","51","0","MGR","850","18","SBS","","","FS","1736","","The PT No 4305 above is a favourably valued Forward Selection harvested from the 1986 established plantation at Chowsunket(Local Test EP0770.20.08) for Seed Production purposes. The information below on this screen refers to the maternal source (Mat.Link): PT No 1736 which is part of the initial test population in a multi-generational breeding program and is therefore broadly defined as being part of a Breeding Program."
"4306","PLI","APP","","Y","Y","Y","2003-04-13","Y","00103247","00","PT","OIE LAKE","51","57","0","121","11","0","CT","900","18","SBS","dw","1","FS","1612","","The PT No 4306 above is a favourably valued Forward Selection harvested from the 1986 established plantation at Chowsunket(Local Test EP0770.20.08) for Seed Production purposes. The information below on this screen refers to the maternal source (Mat.Link): PT No 1612 which is part of the initial test population in a multi-generational breeding program and is therefore broadly defined as being part of a Breeding Program."
"4307","PLI","APP","","Y","Y","Y","2003-04-13","Y","00103247","00","PT","OIE LAKE","51","58","0","121","12","0","CT","900","18","SBS","dw","1","FS","1617","","The PT No 4307 above is a favourably valued Forward Selection harvested from the 1986 established plantation at Chowsunket(Local Test EP0770.20.08) for Seed Production purposes. The information below on this screen refers to the maternal source (Mat.Link): PT No 1617 which is part of the initial test population in a multi-generational breeding program and is therefore broadly defined as being part of a Breeding Program."
"4308","PLI","APP","","Y","Y","Y","2003-04-13","Y","00103247","00","PT","BOWRON RIVER","53","53","0","122","8","0","MGR","725","18","SBS","","","FS","1833","","The PT No 4308 above is a favourably valued Forward Selection harvested from the 1986 established plantation at Chowsunket(Local Test EP0770.20.08) for Seed Production purposes. The information below on this screen refers to the maternal source (Mat.Link): PT No 1833 which is part of the initial test population in a multi-generational breeding program and is therefore broadly defined as being part of a Breeding Program."
"4309","PLI","APP","","Y","Y","Y","2003-04-13","Y","00103247","00","PT","LARCH HILLS","50","41","0","119","13","0","SA","850","18","ICH","mw","1","FS","1773","","The PT No 4309 above is a favourably valued Forward Selection harvested from the 1986 established plantation at Chowsunket(Local Test EP0770.20.08) for Seed Production purposes. The information below on this screen refers to the maternal source (Mat.Link): PT No 1773 which is part of the initial test population in a multi-generational breeding program and is therefore broadly defined as being part of a Breeding Program."
"4310","PLI","APP","","Y","Y","Y","2003-04-13","Y","00103247","00","PT","LYNX LAKE","53","37","0","122","52","0","MGR","850","18","SBS","","","FS","1732","","The PT No 4310 above is a favourably valued Forward Selection harvested from the 1986 established plantation at Chowsunket(Local Test EP0770.20.08) for Seed Production purposes. The information below on this screen refers to the maternal source (Mat.Link): PT No 1732 which is part of the initial test population in a multi-generational breeding program and is therefore broadly defined as being part of a Breeding Program."
"4311","PLI","APP","","Y","Y","Y","2003-04-13","Y","00103247","00","PT","UDY CK","53","1","0","123","10","0","CHL","1050","18","SBS","","","FS","1637","","The PT No 4311 above is a favourably valued Forward Selection harvested from the 1986 established plantation at Chowsunket(Local Test EP0770.20.08) for Seed Production purposes. The information below on this screen refers to the maternal source (Mat.Link): PT No 1637 which is part of the initial test population in a multi-generational breeding program and is therefore broadly defined as being part of a Breeding Program."
"4312","PLI","APP","","Y","Y","Y","2003-04-13","Y","00103247","00","PT","LYNX LAKE","53","36","0","122","51","0","MGR","850","18","SBS","","","FS","1745","","The PT No 4312 above is a favourably valued Forward Selection harvested from the 1986 established plantation at Chowsunket(Local Test EP0770.20.08) for Seed Production purposes. The information below on this screen refers to the maternal source (Mat.Link): PT No 1745 which is part of the initial test population in a multi-generational breeding program and is therefore broadly defined as being part of a Breeding Program."
"4313","PLI","APP","","Y","Y","Y","2003-04-13","Y","00103247","00","PT","LYNX LAKE","53","37","0","122","53","0","MGR","850","18","SBS","","","FS","1734","","The PT No 4313 above is a favourably valued Forward Selection harvested from the 1986 established plantation at Chowsunket(Local Test EP0770.20.08) for Seed Production purposes. The information below on this screen refers to the maternal source (Mat.Link): PT No 1734 which is part of the initial test population in a multi-generational breeding program and is therefore broadly defined as being part of a Breeding Program."
"4314","PLI","APP","","Y","Y","Y","2003-04-13","Y","00103247","00","PT","LYNX LAKE","53","37","0","122","52","0","MGR","850","18","SBS","","","FS","1730","","The PT No 4314 above is a favourably valued Forward Selection harvested from the 1986 established plantation at Chowsunket(Local Test EP0770.20.08) for Seed Production purposes. The information below on this screen refers to the maternal source (Mat.Link): PT No 1730 which is part of the initial test population in a multi-generational breeding program and is therefore broadly defined as being part of a Breeding Program."
"4315","PLI","APP","","Y","Y","Y","2003-04-13","Y","00103247","00","PV","UDY CREEK (PROV 23) (D)","52","58","58","123","5","45","CHL","1050","18","SBPS","mk","","BS","1630","","The PT No 4315 above is a favourably valued Forward Selection harvested from Chowsunket Lake (Local Test EP0770.20.08) for Seed Production purposes. The information below on this screen refers to the maternal source (Mat.Link): PT No 1630 which is part of the initial test population in a multi-generational breeding program and is therefore broadly defined as being part of a Breeding Program. The Mat.Link PT 1630 was selected from a provenance of previously determined (tested) merit and is therefore considered to be a Backward Selection Type rather than a Plus Tree Selection Type for Breeding Program purposes."
"4316","PLI","APP","","Y","Y","Y","2003-04-13","Y","00103247","00","PV","NECHAKO RIVER (PR0V 104) (D)","53","55","49","124","38","14","NCH","780","18","SBS","dk","","BS","1799","","The PT No 4316 above is a favourably valued Forward Selection harvested from Chowsunket Lake (Local Test EP0770.20.08) for Seed Production purposes. The information below on this screen refers to the maternal source (Mat.Link): PT No 1799 which is part of the initial test population in a multi-generational breeding program and is therefore broadly defined as being part of a Breeding Program. The Mat.Link PT 1799 was selected from a provenance of previously determined (tested) merit and is therefore considered to be a Backward Selection Type rather than a Plus Tree Selection Type for Breeding Program purposes."
"4317","PLI","APP","","Y","Y","Y","2003-04-13","Y","00103247","00","PV","LARCH HILLS (PROV 72) (C)","50","41","10","119","10","35","SA","920","18","IDF","mw","1","BS","1772","","The PT No 4317 above is a favourably valued Forward Selection harvested from Chowsunket Lake (Local Test EP0770.20.08) for Seed Production purposes. The information below on this screen refers to the maternal source (Mat.Link): PT No 1772 which is part of the initial test population in a multi-generational breeding program and is therefore broadly defined as being part of a Breeding Program. The Mat.Link PT 1772 was selected from a provenance of previously determined (tested) merit and is therefore considered to be a Backward Selection Type rather than a Plus Tree Selection Type for Breeding Program purposes."
"4318","PLI","APP","","Y","Y","Y","2003-04-13","Y","00103247","00","PV","LYNX LAKE (PROV 65) (E)","53","38","25","122","55","40","MGR","860","18","SBS","dw","3","BS","1745","","The PT No 4318 above is a favourably valued Forward Selection harvested from Chowsunket Lake (Local Test EP0770.20.08) for Seed Production purposes. The information below on this screen refers to the maternal source (Mat.Link): PT No 1745 which is part of the initial test population in a multi-generational breeding program and is therefore broadly defined as being part of a Breeding Program. The Mat.Link PT 1745 was selected from a provenance of previously determined (tested) merit and is therefore considered to be a Backward Selection Type rather than a Plus Tree Selection Type for Breeding Program purposes."
"4319","PLI","APP","","Y","Y","Y","2003-04-13","Y","00103247","00","PV","NECHAKO RIVER (PROV 104) (C)","53","56","26","124","35","5","NCH","763","18","SBS","dk","","BS","1804","","The PT No 4319 above is a favourably valued Forward Selection harvested from Chowsunket Lake (Local Test EP0770.20.08) for Seed Production purposes. The information below on this screen refers to the maternal source (Mat.Link): PT No 1804 which is part of the initial test population in a multi-generational breeding program and is therefore broadly defined as being part of a Breeding Program. The Mat.Link PT 1804 was selected from a provenance of previously determined (tested) merit and is therefore considered to be a Backward Selection Type rather than a Plus Tree Selection Type for Breeding Program purposes."
"4320","PLI","APP","","Y","Y","Y","2003-04-13","Y","00103247","00","PV","MARL CREEK (PROV 44) (D)","51","31","10","117","13","12","BSH","820","18","ICH","mk","1","BS","1679","","The PT No 4320 above is a favourably valued Forward Selection harvested from Chowsunket Lake (Local Test EP0770.20.08) for Seed Production purposes. The information below on this screen refers to the maternal source (Mat.Link): PT No 1679 which is part of the initial test population in a multi-generational breeding program and is therefore broadly defined as being part of a Breeding Program. The Mat.Link PT 1679 was selected from a provenance of previously determined (tested) merit and is therefore considered to be a Backward Selection Type rather than a Plus Tree Selection Type for Breeding Program purposes."
"4321","PLI","APP","","Y","Y","Y","2003-04-13","Y","00103247","00","PV","MARL CREEK (PROV 44) (B)","51","30","56","117","12","35","BSH","800","18","ICH","mk","1","BS","1665","","The PT No 4321 above is a favourably valued Forward Selection harvested from Chowsunket Lake (Local Test EP0770.20.08) for Seed Production purposes. The information below on this screen refers to the maternal source (Mat.Link): PT No 1665 which is part of the initial test population in a multi-generational breeding program and is therefore broadly defined as being part of a Breeding Program. The Mat.Link PT 1665 was selected from a provenance of previously determined (tested) merit and is therefore considered to be a Backward Selection Type rather than a Plus Tree Selection Type for Breeding Program purposes."
"4322","PLI","APP","","Y","Y","Y","2003-04-13","Y","00103247","00","PV","LARCH HILLS (PROV 72) (B)","50","41","20","119","10","40","SA","910","18","IDF","mw","1","BS","1775","","The PT No 4322 above is a favourably valued Forward Selection harvested from Chowsunket Lake (Local Test EP0770.20.08) for Seed Production purposes. The information below on this screen refers to the maternal source (Mat.Link): PT No 1775 which is part of the initial test population in a multi-generational breeding program and is therefore broadly defined as being part of a Breeding Program. The Mat.Link PT 1775 was selected from a provenance of previously determined (tested) merit and is therefore considered to be a Backward Selection Type rather than a Plus Tree Selection Type for Breeding Program purposes."
"4323","PLI","APP","","Y","Y","Y","2003-04-13","Y","00103247","00","PV","MARL CREEK (PROV 44) (B)","51","30","56","117","12","35","BSH","800","18","ICH","mk","1","BS","1666","","The PT No 4323 above is a favourably valued Forward Selection harvested from Chowsunket Lake (Local Test EP0770.20.08) for Seed Production purposes. The information below on this screen refers to the maternal source (Mat.Link): PT No 1666 which is part of the initial test population in a multi-generational breeding program and is therefore broadly defined tas being part of a Breeding Program. The Mat.Link PT 1666 was selected from a provenance of previously determined (tested) merit and is therefore considered to be a Backward Selection Type rather than a Plus Tree Selection Type for Breeding Program purposes."
"4324","PLI","APP","","Y","Y","Y","2003-04-13","Y","00103247","00","PV","NECHAKO RIVER (PROV 104) (B)","53","56","42","124","33","55","NCH","750","18","SBS","dk","","BS","1806","","The PT No 4324 above is a favourably valued Forward Selection harvested from Chowsunket Lake (Local Test EP0770.20.08) for Seed Production purposes. The information below on this screen refers to the maternal source (Mat.Link): PT No 1806 which is part of the initial test population in a multi-generational breeding program and is therefore broadly defined as being part of a Breeding Program. The Mat.Link PT 1806 was selected from a provenance of previously determined (tested) merit and is therefore considered to be a Backward Selection Type rather than a Plus Tree Selection Type for Breeding Program purposes."
"4325","PLI","APP","","Y","Y","Y","2003-04-13","Y","00103247","00","PV","BOWRON RIVER (PROV 105) (A)","52","52","50","122","7","30","MGR","760","18","SBS","wk","1","BS","1813","","The PT No 4325 above is a favourably valued Forward Selection harvested from Chowsunket Lake (Local Test EP0770.20.08) for Seed Production purposes. The information below on this screen refers to the maternal source (Mat.Link): PT No 1813 which is part of the initial test population in a multi-generational breeding program and is therefore broadly defined as being part of a Breeding Program. The Mat.Link PT 1813 was selected from a provenance of previously determined (tested) merit and is therefore considered to be a Backward Selection Type rather than a Plus Tree Selection Type for Breeding Program purposes."
"4326","PLI","APP","","Y","Y","Y","2003-04-13","Y","00103247","00","PV","MARL CREEK (PROV 44) (B)","51","30","56","117","12","35","BSH","800","18","ICH","mk","1","BS","1666","","The PT No 4326 above is a favourably valued Forward Selection harvested from Chowsunket Lake (Local Test EP0770.20.08) for Seed Production purposes. The information below on this screen refers to the maternal source (Mat.Link): PT No 1666 which is part of the initial test population in a multi-generational breeding program and is therefore broadly defined as being part of a Breeding Program. The Mat.Link PT 1666 was selected from a provenance of previously determined (tested) merit and is therefore considered to be a Backward Selection Type rather than a Plus Tree Selection Type for Breeding Program purposes."
"4327","PLI","APP","","Y","Y","Y","2003-04-13","Y","00103247","00","PV","OIE LAKE (PROV 17) (B)","51","58","28","121","9","50","CT","980","18","SBS","dw","1","BS","1612","","The PT No 4327 above is a favourably valued Forward Selection harvested from Chowsunket Lake (Local Test EP0770.20.08) for Seed Production purposes. The information below on this screen refers to the maternal source (Mat.Link): PT No 1612 which is part of the initial test population in a multi-generational breeding program and is therefore broadly defined as being part of a Breeding Program. The Mat.Link PT 1612 was selected from a provenance of previously determined (tested) merit and is therefore considered to be a Backward Selection Type rather than a Plus Tree Selection Type for Breeding Program purposes."
"4328","PLI","APP","","Y","Y","Y","2003-04-13","Y","00103247","00","PT","GOVERNMENT LAKE","53","35","40","122","29","47","MGR","980","19","SBS","wk","1","PT","276","","The PT No 4328 above is a favourably valued Forward Selection harvested from Chowsunket Lake (Local Test EP0770.20.08) for Seed Production purposes. The information below on this screen refers to the maternal source (Mat.Link): PT No 276 which is part of the initial test population in a multi-generational breeding program and is therefore broadly defined as being part of a Breeding Program."
"4329","PLI","APP","","Y","Y","Y","2003-04-13","Y","00103247","00","PT","COAL MINE RD","53","51","3","122","1","0","MGR","700","19","SBS","wk","1","PT","233","","The PT No 4329 above is a favourably valued Forward Selection harvested from Chowsunket Lake (Local Test EP0770.20.08) for Seed Production purposes. The information below on this screen refers to the maternal source (Mat.Link): PT No 233 which is part of the initial test population in a multi-generational breeding program and is therefore broadly defined as being part of a Breeding Program."
"4331","PLI","APP","","Y","Y","Y","2003-04-12","Y","00103247","00","PT","NECHAKO R","53","58","0","124","32","0","NCH","750","17","SBS","","","FS","1792","","The PT No 4331 above is a favourably valued Forward Selection harvested from Tachie Road (Local Test EP0770.20.15) for Seed Production purposes. The information below on this screen refers to the maternal source (Mat.Link): PT No 1792 which is part of the initial test population in a multi-generational breeding program and is therefore broadly defined as being part of a Breeding Program."
"4332","PLI","APP","","Y","Y","Y","2003-04-12","Y","00103247","00","PT","FT ST JAMES","54","40","0","124","9","0","CP","808","17","SBS","","","FS","108","","The PT No 4332 above is a favourably valued Forward Selection harvested from Tachie Road (Local Test EP0770.20.15) for Seed Production purposes. The information below on this screen refers to the maternal source (Mat.Link): PT No 108 which is part of the initial test population in a multi-generational breeding program and is therefore broadly defined as being part of a Breeding Program."
"4333","PLI","APP","","Y","Y","Y","2003-04-12","Y","00103247","00","PT","KARENA LK.","54","25","0","124","40","0","CP","975","17","SBS","","","FS","2008","","The PT No 4333 above is a favourably valued Forward Selection harvested from Tachie Road (Local Test EP0770.20.15) for Seed Production purposes. The information below on this screen refers to the maternal source (Mat.Link): PT No 2008 which is part of the initial test population in a multi-generational breeding program and is therefore broadly defined as being part of a Breeding Program."
"4334","PLI","APP","","Y","Y","Y","2003-04-12","Y","00103247","00","PT","BOWRON RIVER","53","53","0","122","12","0","MGR","725","17","SBS","","","FS","1829","","The PT No 4334 above is a favourably valued Forward Selection harvested from Tachie Road (Local Test EP0770.20.15) for Seed Production purposes. The information below on this screen refers to the maternal source (Mat.Link): PT No 1829 which is part of the initial test population in a multi-generational breeding program and is therefore broadly defined as being part of a Breeding Program."
"4335","PLI","APP","","Y","Y","Y","2003-04-12","Y","00103247","00","PT","ECHO LAKE","54","14","0","124","10","0","NCH","700","17","SBS","","","FS","2003","","The PT No 4335 above is a favourably valued Forward Selection harvested from Tachie Road (Local Test EP0770.20.15) for Seed Production purposes. The information below on this screen refers to the maternal source (Mat.Link): PT No 2003 which is part of the initial test population in a multi-generational breeding program and is therefore broadly defined as being part of a Breeding Program."
"4336","PLI","APP","","Y","Y","Y","2003-04-12","Y","00103247","00","PT","GRIZZLY LAKE","53","44","11","122","10","43","MGR","900","17","SBS","wk","1","PT","223","","The PT No 4336 above is a favourably valued Forward Selection harvested from Tachie Road (Local Test EP0770.20.15) for Seed Production purposes. The information below on this screen refers to the maternal source (Mat.Link): PT No 223 which is part of the initial test population in a multi-generational breeding program and is therefore broadly defined as being part of a Breeding Program."
"4337","PLI","APP","","Y","Y","Y","2003-04-12","Y","00103247","00","PV","NECHAKO RIVER (PROV 104) D","53","55","49","124","38","14","NCH","780","17","SBS","dk","","BS","1799","","The PT No 4337 above is a favourably valued Forward Selection harvested from Tachie Road (Local Test EP0770.20.15) for Seed Production purposes. The information below on this screen refers to the maternal source (Mat.Link): PT No 1799 which is part of the initial test population in a multi-generational breeding program and is therefore broadly defined as being part of a Breeding Program. The Mat.Link PT 1799 was selected from a provenance of previously determined (tested) merit and is therefore considered to be a Backward Selection Type rather than a Plus Tree Selection Type for Breeding Program purposes."
"4338","PLI","APP","","Y","Y","Y","2003-04-12","Y","00103247","00","PV","UDY CREEK (PROV 23) D","52","58","58","123","5","45","CHL","1050","17","SBPS","mk","","BS","1633","","The PT No 4338 above is a favourably valued Forward Selection harvested from Tachie Road (Local Test EP0770.20.15) for Seed Production purposes. The information below on this screen refers to the maternal source (Mat.Link): PT No 1633 which is part of the initial test population in a multi-generational breeding program and is therefore broadly defined as being part of a Breeding Program. The Mat.Link PT 1633 was selected from a provenance of previously determined (tested) merit and is therefore considered to be a Backward Selection Type rather than a Plus Tree Selection Type for Breeding Program purposes."
"4339","PLI","APP","","Y","Y","Y","2003-04-12","Y","00103247","00","PT","FORT ST JAMES","54","39","40","124","8","50","CP","810","17","SBS","dw","3","PT","108","","The PT No 4339 above is a favourably valued Forward Selection harvested from Tachie Road (Local Test EP0770.20.15) for Seed Production purposes. The information below on this screen refers to the maternal source (Mat.Link): PT No 108 which is part of the initial test population in a multi-generational breeding program and is therefore broadly defined as being part of a Breeding Program."
"4340","PLI","APP","","Y","Y","Y","2003-04-12","Y","00103247","00","PT","FORT ST JAMES","54","39","40","124","8","50","CP","810","17","SBS","dw","3","PT","108","","The PT No 4340 above is a favourably valued Forward Selection harvested from Tachie Road (Local Test EP0770.20.15) for Seed Production purposes. The information below on this screen refers to the maternal source (Mat.Link): PT No 108 which is part of the initial test population in a multi-generational breeding program and is therefore broadly defined as being part of a Breeding Program."
"4341","PLI","APP","","Y","Y","Y","2003-04-12","Y","00103247","00","PT","LOVELL COVE","55","37","0","126","6","0","CP","700","17","SBS","wk","3","PT","491","","The PT No 4341 above is a favourably valued Forward Selection harvested from Tachie Road (Local Test EP0770.20.15) for Seed Production purposes. The information below on this screen refers to the maternal source (Mat.Link): PT No 491 which is part of the initial test population in a multi-generational breeding program and is therefore broadly defined as being part of a Breeding Program."
"4342","PLI","APP","","Y","Y","Y","2003-04-12","Y","00103247","00","PV","NECHAKO RIVER (PROV 104) B","53","56","42","124","33","55","NCH","750","17","SBS","dk","","BS","1807","","The PT No 4342 above is a favourably valued Forward Selection harvested from Tachie Road (Local Test EP0770.20.15) for Seed Production purposes. The information below on this screen refers to the maternal source (Mat.Link): PT No 1807 which is part of the initial test population in a multi-generational breeding program and is therefore broadly defined as being part of a Breeding Program. The Mat.Link PT 1807 was selected from a provenance of previously determined (tested) merit and is therefore considered to be a Backward Selection Type rather than a Plus Tree Selection Type for Breeding Program purposes."
"4343","PLI","APP","","Y","Y","Y","2003-04-12","Y","00103247","00","PT","FISH LAKE (JM 11)","54","14","0","124","10","25","NCH","835","17","SBS","dw","3","PT","2103","","The PT No 4343 above is a favourably valued Forward Selection harvested from Tachie Road (Local Test EP0770.20.15) for Seed Production purposes. The information below on this screen refers to the maternal source (Mat.Link): PT No 2103 which is part of the initial test population in a multi-generational breeding program and is therefore broadly defined as being part of a Breeding Program."
"4344","PLI","APP","","Y","Y","Y","2003-04-12","Y","00103247","00","PV","LYNX LAKE (PROV 65) C","53","38","29","122","55","44","MGR","860","17","SBS","dw","3","BS","1737","","The PT No 4344 above is a favourably valued Forward Selection harvested from Tachie Road (Local Test EP0770.20.15) for Seed Production purposes. The information below on this screen refers to the maternal source (Mat.Link): PT No 1737 which is part of the initial test population in a multi-generational breeding program and is therefore broadly defined as being part of a Breeding Program. The Mat.Link PT 1737 was selected from a provenance of previously determined (tested) merit and is therefore considered to be a Backward Selection Type rather than a Plus Tree Selection Type for Breeding Program purposes."
"4345","PLI","APP","","Y","Y","Y","2003-04-12","Y","00103247","00","PT","FORT ST JAMES","54","34","0","124","7","24","CP","756","17","SBS","dw","3","PT","106","","The PT No 4345 above is a favourably valued Forward Selection harvested from Tachie Road (Local Test EP0770.20.15) for Seed Production purposes. The information below on this screen refers to the maternal source (Mat.Link): PT No 106 which is part of the initial test population in a multi-generational breeding program and is therefore broadly defined as being part of a Breeding Program."
"4346","PLI","APP","","Y","Y","Y","2003-04-12","Y","00103247","00","PV","UDY CREEK (PROV 23) A","53","2","30","123","16","0","CHL","1340","17","SBS","mc","2","BS","1624","","The PT No 4346 above is a favourably valued Forward Selection harvested from Tachie Road (Local Test EP0770.20.15) for Seed Production purposes. The information below on this screen refers to the maternal source (Mat.Link): PT No 1624 which is part of the initial test population in a multi-generational breeding program and is therefore broadly defined as being part of a Breeding Program. The Mat.Link PT 1624 was selected from a provenance of previously determined (tested) merit and is therefore considered to be a Backward Selection Type rather than a Plus Tree Selection Type for Breeding Program purposes."
"4349","PLI","APP","","Y","Y","Y","2003-04-02","Y","00103247","00","PT","WENTWORTH CREEK","50","58","0","120","21","0","TOD","1260","18","MS","dm","3","PT","1261","","The PT No 4349 above is a favourably valued Forward Selection harvested from Pennask Lake (Local Test EP0770.20.01) for Seed Production purposes. The information below on this screen refers to the maternal source (Mat.Link): PT No 1261 which is part of the initial test population in a multi-generational breeding program and is therefore broadly defined to be part of a Breeding Program."
"4350","PLI","APP","","Y","Y","Y","2003-04-02","Y","00103247","00","PT","FLY HILLS","50","44","0","119","29","0","TOD","1554","18","ICH","mk","1","PT","787","","The PT No 4350 above is a favourably valued Forward Selection harvested from Pennask Lake (Local Test EP0770.20.01) for Seed Production purposes. The information below on this screen refers to the maternal source (Mat.Link): PT No 787 which is part of the initial test population in a multi-generational breeding program and is therefore broadly defined to be part of a Breeding Program."
